agent,seed,temperature,sigma,prevalence,morisita,recall,det_per_joule,precision,false_alarms,time_to_first_detection,coverage,episode_ece,kind
REINFORCE,0,2.0,1.6,0.0763888888888889,4.072727272727272,0.7136363636363636,0.04158525643237554,0.4014033913320493,12.25,20.45,0.25625,0.11772378918033113,cal
REINFORCE,1,2.0,1.6,0.2361111111111111,1.7397504456327986,0.22205882352941178,0.040047108006273494,0.6138444888444888,4.75,2.3,0.125,0.13376748100734137,cal
REINFORCE,2,2.0,1.6,0.1597222222222222,1.3280632411067195,0.04565217391304348,0.005558443586800875,0.2922619047619047,2.2,49.0,0.06145833333333332,0.12699321658557428,cal
REINFORCE,4,2.0,1.6,0.1527777777777778,2.0086580086580086,0.11590909090909089,0.013485860277695948,0.4358730158730159,3.45,3.55,0.07812499999999997,0.12810650718535224,cal
Random,0,3.0,1.6,0.0763888888888889,4.072727272727272,0.20909090909090908,0.012168050327531802,0.1277596676629184,16.15,59.05,0.34965277777777776,0.17651834018354867,cal
Random,1,3.0,1.6,0.2361111111111111,1.7397504456327986,0.28235294117647064,0.05084453834428808,0.41222003960727205,14.05,4.8,0.353125,0.17284260948924723,cal
REINFORCE,3,2.0,1.6,0.2152777777777778,1.3419354838709678,0.04032258064516129,0.006613756613756613,0.4749999999999999,1.0,37.7,0.04166666666666666,0.11976582913771719,cal
Random,2,3.0,1.6,0.1597222222222222,1.3280632411067195,0.2304347826086957,0.028062830140725536,0.2712973878546634,14.15,22.2,0.3527777777777778,0.1861052500764973,cal
Random,3,3.0,1.6,0.2152777777777778,1.3419354838709678,0.28870967741935477,0.04735814801934466,0.3788014549625803,14.3,5.35,0.34097222222222223,0.17179173248647406,cal
Random,4,3.0,1.6,0.1527777777777778,2.0086580086580086,0.29772727272727273,0.03467847779975463,0.30632006641449366,14.8,13.05,0.35798611111111117,0.17391869000665827,cal
Lawnmower,0,3.0,1.6,0.0763888888888889,4.072727272727272,0.15909090909090906,0.00926906779661019,0.45714285714285713,2.05,75.4,0.7847222222222221,0.173352187482539,cal
Lawnmower,1,3.0,1.6,0.2361111111111111,1.7397504456327986,0.12794117647058825,0.023040254237288185,0.697718253968254,1.8,8.5,0.7847222222222221,0.176131381395213,cal
Lawnmower,2,3.0,1.6,0.1597222222222222,1.3280632411067195,0.13043478260869565,0.01588983050847461,0.5814285714285713,2.2,33.2,0.7847222222222221,0.1847112981326931,cal
Lawnmower,3,3.0,1.6,0.2152777777777778,1.3419354838709678,0.20806451612903226,0.034163135593220414,0.8185281385281385,1.6,11.65,0.7847222222222221,0.1731068152130165,cal
